,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
4713,Easy V-Bux free,FAMILY,4.6,-0.15179423270938497,2900000.0,5000.0,Free,0.0,Everyone,Entertainment,"July 17, 2018",1.0,2.1 and up
4714,BTS V Kim Taehyung Wallpapers Kpop HD New,PERSONALIZATION,4.8,-0.15227693795809313,3400000.0,5000.0,Free,0.0,Everyone,Personalization,"June 10, 2018",1.1.1,4.0 and up
4719,W - Weather Forecast & Animated Radar Maps,WEATHER,4.2,-0.15229012990277832,3500000.0,5000.0,Free,0.0,Everyone,Weather,"April 23, 2018",1.1,4.1 and up
4720,"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,4.5,0.7514636165903594,37000000.0,100000000.0,Free,0.0,Everyone,Productivity,"July 30, 2018",11.1.3,4.0 and up
4723,Fantasy Squad W,FAMILY,4.3,-0.15102310357915055,47000000.0,50000.0,Free,0.0,Everyone 10+,Role Playing,"April 16, 2018",1.5.4,4.1 and up
4725,Weather & Clock Widget for Android,WEATHER,4.4,1.2697499386498836,11000000.0,50000000.0,Free,0.0,Everyone,Weather,"June 4, 2018",5.9.4.0,4.0.3 and up
4726,W Box VMS,VIDEO_PLAYERS,1.9,-0.1522445577302295,9100000.0,10000.0,Free,0.0,Everyone,Video Players & Editors,"January 9, 2017",4.0.4,2.3.3 and up
4727,WhatsApp Business,COMMUNICATION,4.4,-0.07007133465231881,32000000.0,10000000.0,Free,0.0,Everyone,Communication,"July 30, 2018",2.18.116,4.0.3 and up
4728,W Box VMS HD,VIDEO_PLAYERS,2.5,-0.15229312807202497,16000000.0,5000.0,Free,0.0,Everyone,Video Players & Editors,"January 4, 2017",4.0.3,3.0 and up
4729,Ace Screen Recorder w facecam,TOOLS,4.2,-0.15084021525510585,2500000.0,100000.0,Free,0.0,Everyone,Tools,"December 26, 2017",1.19,5.0 and up
4730,WIFI WPS WPA TESTER,TOOLS,4.3,0.05882176016204888,6700000.0,10000000.0,Free,0.0,Everyone,Tools,"June 12, 2018",3.8.5,4.0 and up
4731,Flashlight Free w/ compass,TOOLS,4.0,-0.1522625467457093,1900000.0,10000.0,Free,0.0,Everyone,Tools,"March 15, 2017",2.5,2.2 and up
4733,IRS W-9 form,BUSINESS,4.8,-0.15201249943053996,27000000.0,10000.0,Free,0.0,Everyone,Business,"July 26, 2018",1.7.11,5.0 and up
4734,Open in WhatsApp (click to chat),TOOLS,4.2,-0.1450393573967173,79000.0,1000000.0,Free,0.0,Everyone,Tools,"August 1, 2018",1.12,2.3.3 and up
4735,B & W Filter for Photo Editor Pro,PERSONALIZATION,4.7,-0.15226854308420257,7600000.0,5000.0,Free,0.0,Everyone,Personalization,"May 2, 2018",1.0.1,4.1 and up
4736,WowBox,LIFESTYLE,4.4,-0.09117065090858485,8199999.999999999,5000000.0,Free,0.0,Everyone,Lifestyle,"April 23, 2018",2.11.0,4.0.3 and up
4737,Zaatar w Zeit,FOOD_AND_DRINK,4.4,-0.1521845943452968,33000000.0,50000.0,Free,0.0,Everyone,Food & Drink,"July 1, 2018",2.2.2,4.4 and up
4738,WPSApp,TOOLS,4.4,-0.09529433289040602,3100000.0,10000000.0,Free,0.0,Everyone,Tools,"August 3, 2018",1.6.22,4.1 and up
4739,WhatsCall Free Global Phone Call App & Cheap Calls,COMMUNICATION,4.6,0.5258579767534515,27000000.0,10000000.0,Free,0.0,Everyone,Communication,"June 6, 2018",1.9.1.013,4.0 and up
4741,Profile w/o crop for Telegram,PHOTOGRAPHY,4.2,-0.15209884670484305,1500000.0,10000.0,Free,0.0,Everyone,Photography,"April 11, 2014",3.1.50,2.3.3 and up
4745,Draw Something Classic,GAME,4.2,0.5025562053686077,43000000.0,50000000.0,Free,0.0,Everyone,Word,"July 28, 2018",2.400.022,4.4 and up
4746,X-VPN - Free Unlimited VPN Proxy,TOOLS,4.5,-0.12795219122629764,21000000.0,5000000.0,Free,0.0,Everyone,Tools,"July 31, 2018",65.0,4.1 and up
4749,X Launcher: With OS11 Style Theme & Control Center,ART_AND_DESIGN,4.7,-0.14885722611538177,4400000.0,100000.0,Free,0.0,Everyone,Art & Design,"July 30, 2018",2.1.2,4.1 and up
4750,"Phone X Launcher, OS 11 iLauncher & Control Center",TOOLS,4.2,-0.11988951448824797,16000000.0,5000000.0,Free,0.0,Everyone,Tools,"June 1, 2018",2.7.2,4.1 and up
4751,Lock Screen Phone X Style OS 11,TOOLS,4.4,-0.15160834621609362,13000000.0,100000.0,Free,0.0,Everyone,Tools,"March 26, 2018",8.8,4.3 and up
4752,Nose Doctor X: Booger Mania,FAMILY,3.2,-0.12977088069130616,34000000.0,5000000.0,Free,0.0,Everyone,Casual;Pretend Play,"August 31, 2016",1.0.8,4.1 and up
4753,Control Center iOS 11 - Phone X Control Panel,TOOLS,4.1,-0.1511532241244545,8300000.000000001,100000.0,Free,0.0,Everyone,Tools,"November 15, 2017",3.1,4.4 and up
4754,X Browser,COMMUNICATION,4.0,-0.15222237127780439,2500000.0,50000.0,Free,0.0,Everyone,Communication,"December 31, 2017",1.1.1,4.0 and up
4756,X-plore File Manager,TOOLS,4.6,-0.051277010912865406,6400000.0,10000000.0,Free,0.0,Everyone,Tools,"June 26, 2018",4.01.00,4.3 and up
4757,Flashlight X,TOOLS,4.6,-0.14006419534885192,4300000.0,1000000.0,Free,0.0,Everyone,Tools,"April 8, 2018",4.54,4.0 and up
4758,iSwipe Phone X,TOOLS,4.7,-0.11730929003459427,6300000.0,1000000.0,Free,0.0,Everyone,Tools,"December 7, 2017",1.0,4.1 and up
4760,X Home Bar - Free,TOOLS,4.6,-0.1497830607787425,1900000.0,100000.0,Free,0.0,Everyone,Tools,"June 18, 2018",1.5.0,4.1 and up
4761,[ROOT] X Privacy Installer,TOOLS,4.2,-0.1450237669166348,118000.0,1000000.0,Free,0.0,Everyone,Tools,"January 25, 2015",1.18,4.0.3 and up
4762,Extreme X Ray Robot Stunts,GAME,4.3,-0.1458278759085822,49000000.0,5000000.0,Free,0.0,Everyone,Racing,"May 9, 2017",1.5.1,4.0 and up
4763,Xray Scanner Prank,FAMILY,3.3,0.06106439075853153,3700000.0,10000000.0,Free,0.0,Everyone,Entertainment,"December 7, 2016",14.0,2.3 and up
4765,The X-Files: Deep State - Hidden Object Adventure,FAMILY,4.5,-0.13910478118992886,53000000.0,500000.0,Free,0.0,Teen,Casual,"July 18, 2018",2.6.1,5.0 and up
4766,Theme for Iphone X Plus,PERSONALIZATION,4.0,-0.15223196541939363,8000000.0,10000.0,Free,0.0,Everyone,Personalization,"October 19, 2017",1.0,2.3.3 and up
4768,X-WOLF,GAME,4.2,-0.14938250536739214,27000000.0,100000.0,Free,0.0,Everyone 10+,Adventure,"February 2, 2018",1.2.0,4.1 and up
4770,X-Plane 10 Flight Simulator,FAMILY,4.2,-0.11441245890849595,11000000.0,1000000.0,Free,0.0,Everyone,Simulation,"June 27, 2018",Varies with device,Varies with device
4771,Anime X Wallpaper,PERSONALIZATION,4.7,-0.13275166055631024,3200000.0,1000000.0,Free,0.0,Everyone,Personalization,"May 31, 2018",3.11,4.1 and up
4772,NEW Theme for Phone X,PERSONALIZATION,4.7,-0.14712548355852564,3700000.0,500000.0,Free,0.0,Everyone,Personalization,"May 22, 2018",1.1.6,4.0 and up
4774,Control Center iOS 11 - Phone X notifications,TOOLS,4.3,-0.15199930748585477,8400000.0,50000.0,Free,0.0,Everyone,Tools,"February 12, 2018",1.8,4.4 and up
4775,iLocker X - iOS11 Lockscreen with HD Wallpapers,PERSONALIZATION,4.3,-0.15127974686666248,31000000.0,100000.0,Free,0.0,Everyone,Personalization,"June 19, 2018",1.4.7,4.1 and up
4777,Hero Fighter X,GAME,4.5,-0.13779038379220426,45000000.0,500000.0,Free,0.0,Teen,Action,"November 13, 2015",1.091,2.2 and up
4778,Slendrina X,GAME,4.4,-0.14467058257938126,56000000.0,1000000.0,Free,0.0,Teen,Arcade,"December 18, 2017",1.02,4.0 and up
4780,Guide (for X-MEN),BOOKS_AND_REFERENCE,4.6,-0.15195613384870324,17000000.0,100000.0,Free,0.0,Everyone,Books & Reference,"May 8, 2017",1.1.1,3.0 and up
4783,Robocar X Ray,GAME,4.5,-0.15024957591351884,99000000.0,1000000.0,Free,0.0,Mature 17+,Action,"January 23, 2017",1.0,2.3 and up
4784,Space X: Sky Wars of Air Force,GAME,4.5,-0.14586265467184314,47000000.0,1000000.0,Free,0.0,Everyone,Arcade,"August 4, 2018",4.0,4.1 and up
4785,OS-X EMUI 4/5/8 THEME,PERSONALIZATION,3.9,-0.15175825467842535,36000000.0,100000.0,Free,0.0,Everyone,Personalization,"February 5, 2018",5,4.4 and up
4786,Flexiroam X,TRAVEL_AND_LOCAL,4.0,-0.15178283966624775,21000000.0,100000.0,Free,0.0,Everyone,Travel & Local,"August 3, 2018",3.5.3,4.1 and up
4787,X-ray scanner simulator,FAMILY,2.7,-0.15133851098389653,3000000.0,500000.0,Free,0.0,Everyone,Casual,"January 8, 2017",7.0,2.1 and up
4790,PLAYBULB X,LIFESTYLE,2.9,-0.1510123101698627,15000000.0,100000.0,Free,0.0,Everyone,Lifestyle,"June 25, 2018",1.6.5,4.3 and up
4791,X-Wing Squadron Builder,FAMILY,4.6,-0.14877087884107867,50000000.0,100000.0,Free,0.0,Everyone,Entertainment,"August 1, 2017",3.3.8.03082017,1.6 and up
4792,YouTube TV - Watch & Record Live TV,FAMILY,4.4,-0.12921142230988414,17000000.0,1000000.0,Free,0.0,Teen,Entertainment,"August 2, 2018",2.29.2,5.0 and up
4794,JW Caleb y Sofia,FAMILY,4.6,-0.14917323315397704,1900000.0,500000.0,Free,0.0,Everyone,Education,"November 20, 2015",1.0,4.0.3 and up
4795,Boomerang Make and Race,FAMILY,4.4,0.016458228340951887,70000000.0,10000000.0,Free,0.0,Everyone,Racing;Action & Adventure,"June 1, 2018",1.5.0,4.0 and up
4797,Talking Tom & Ben News,FAMILY,4.4,0.5264402212211479,41000000.0,100000000.0,Free,0.0,Everyone,Entertainment,"April 30, 2018",2.4.0.7,4.1 and up
4798,Vegas Crime Simulator,FAMILY,4.2,0.28041584954695986,99000000.0,50000000.0,Free,0.0,Teen,Simulation,"August 2, 2018",2.7,4.1 and up
4799,PewDiePie's Tuber Simulator,FAMILY,4.8,0.7468230502304185,96000000.0,10000000.0,Free,0.0,Teen,Casual,"July 24, 2018",1.25.0,4.1 and up
4800,Yahoo Mail – Stay Organized,COMMUNICATION,4.3,2.359165915374716,16000000.0,100000000.0,Free,0.0,Everyone,Communication,"July 18, 2018",5.29.3,4.4 and up
4801,Real Gangster Crime,GAME,4.3,0.019076229727113186,84000000.0,10000000.0,Free,0.0,Teen,Action,"June 26, 2018",3.5,4.0 and up
4802,Antivirus & Mobile Security,TOOLS,4.6,0.05832406406710755,5000000.0,10000000.0,Free,0.0,Everyone,Tools,"February 9, 2018",3.1.0,4.0 and up
4803,Flashlight Ultimate,TOOLS,4.6,-0.14215212041220823,5000000.0,1000000.0,Free,0.0,Everyone,Tools,"January 25, 2018",2.94,4.0 and up
4806,Gangster Town,GAME,4.1,-0.10742972273308407,99000000.0,5000000.0,Free,0.0,Teen,Action,"December 22, 2016",1.7,2.3 and up
4807,Rope Hero 3,GAME,4.4,-0.12480171498193403,99000000.0,5000000.0,Free,0.0,Teen,Action,"May 8, 2017",1.6,2.3 and up
4808,Avast Mobile Security 2018 - Antivirus & App Lock,TOOLS,4.5,2.9540836444766714,26000000.0,100000000.0,Free,0.0,Everyone,Tools,"August 1, 2018",6.11.4,4.1 and up
4815,"Zapya - File Transfer, Sharing",TOOLS,4.6,0.08032522963276127,9000000.0,10000000.0,Free,0.0,Teen,Tools,"July 16, 2018",5.6.2 (US),4.0.3 and up
4816,Experiment Z - Zombie,GAME,4.0,-0.014794088252117433,88000000.0,10000000.0,Free,0.0,Mature 17+,Action,"December 4, 2017",2.14,4.1 and up
4817,War Z 2,FAMILY,4.5,-0.09410046189639615,87000000.0,5000000.0,Free,0.0,Teen,Strategy,"April 3, 2018",0.1.219,2.3.3 and up
4818,Last Empire - War Z: Strategy,FAMILY,4.2,0.35947697294686387,78000000.0,50000000.0,Free,0.0,Teen,Strategy,"August 2, 2018",1.0.208,4.0.3 and up
4819,Z Day: Hearts of Heroes,FAMILY,3.9,-0.148773277376476,67000000.0,1000000.0,Free,0.0,Everyone 10+,Strategy,"July 11, 2018",1.0.2,4.0.3 and up
4820,Z Champions,GAME,4.7,-0.09472588000124411,59000000.0,1000000.0,Free,0.0,Teen,Arcade,"May 28, 2018",Varies with device,4.0 and up
4822,CPU-Z,TOOLS,4.5,0.02484230882224077,1400000.0,10000000.0,Free,0.0,Everyone,Tools,"April 17, 2018",1.26,2.2 and up
4823,WithstandZ - Zombie Survival!,GAME,4.3,-0.0793848476000644,59000000.0,1000000.0,Free,0.0,Teen,Action,"December 28, 2017",1.0.6.4,4.0 and up
4824,"Z Camera - Photo Editor, Beauty Selfie, Collage",PHOTOGRAPHY,4.4,0.49230846288361074,47000000.0,100000000.0,Free,0.0,Mature 17+,Photography,"August 3, 2018",4.21,4.1 and up
4825,Empire Z: Endless War,FAMILY,4.2,0.06832835520927774,76000000.0,5000000.0,Free,0.0,Teen,Strategy,"July 16, 2018",2.2.8,4.0.3 and up
4826,Zombie War Z : Hero Survival Rules,GAME,3.9,-0.15111604682579624,62000000.0,100000.0,Free,0.0,Mature 17+,Action,"December 13, 2017",1.8,4.0.3 and up
4827,DRAGON BALL Z DOKKAN BATTLE,GAME,4.1,0.23752284103690718,80000000.0,10000000.0,Free,0.0,Teen,Action,"July 3, 2018",3.11.0,4.0.3 and up
4828,Moto Z Market,TOOLS,2.2,-0.15194474080556603,3800000.0,1000000.0,Free,0.0,Everyone,Tools,"December 18, 2017",02.02.0045,5.0 and up
4829,Cube Z (Pixel Zombies),GAME,4.2,-0.12745629403290426,56000000.0,1000000.0,Free,0.0,Teen,Action,"July 31, 2016",1.0.11,4.0.3 and up
4830,Z War-Zombie Modern Combat,FAMILY,4.2,-0.11494973083749287,72000000.0,5000000.0,Free,0.0,Teen,Strategy,"August 1, 2018",1.60,4.1 and up
4831,Z App,LIFESTYLE,2.8,-0.1520646675754314,25000000.0,50000.0,Free,0.0,Everyone,Lifestyle,"June 22, 2018",4.2.45,4.4 and up
4832,GALAK-Z: Variant Mobile,GAME,3.9,-0.1522205723762564,79000000.0,10000.0,Free,0.0,Everyone,Action,"July 30, 2018",1.7.6,4.4 and up
4833,Z City,FAMILY,4.3,-0.149923375099485,98000000.0,100000.0,Free,0.0,Teen,Strategy,"January 29, 2018",1.1.6,4.0 and up
4835,Reload: The Z-Team,GAME,4.3,-0.15131512526377278,91000000.0,100000.0,Free,0.0,Everyone 10+,Action,"February 28, 2018",1.6.2,4.4 and up
4836,Rage Z: Multiplayer Zombie FPS Online Shooter,GAME,4.1,-0.14555684140868644,44000000.0,500000.0,Free,0.0,Mature 17+,Action,"December 8, 2016",1.25,4.2 and up
4837,Pixel Z Gunner 3D - Battle Survival Fps,GAME,4.2,-0.1454668963312874,96000000.0,1000000.0,Free,0.0,Teen,Action,"July 6, 2018",4.1,4.0 and up
4838,Saiyan Z: Super SSJ Ultimate Combat,GAME,4.4,-0.15212403132651478,61000000.0,10000.0,Free,0.0,Everyone,Adventure,"April 18, 2018",2.0.2,4.0 and up
4840,Z-Empire: Dead Strike,FAMILY,4.6,-0.15224815553332544,19000000.0,10000.0,Free,0.0,Teen,Strategy,"June 8, 2018",1.8.7,4.0.3 and up
4841,Free Z Glass GO Keyboard Theme,PERSONALIZATION,4.3,-0.10923641952110605,8800000.0,5000000.0,Free,0.0,Everyone,Personalization,"June 30, 2017",4.16,4.0 and up
4843,Z Camera,PHOTOGRAPHY,3.8,-0.15222237127780439,7700000.0,10000.0,Free,0.0,Everyone,Photography,"April 8, 2016",1.8,4.0 and up
4846,GO SMS Pro Z Glass Theme EX,PERSONALIZATION,3.8,-0.13779757939839618,2200000.0,1000000.0,Free,0.0,Everyone,Personalization,"July 10, 2014",1.0,1.6 and up
4847,Route Z,GAME,3.9,-0.13749836210758207,16000000.0,500000.0,Free,0.0,Teen,Action,"July 10, 2015",1.5,4.0 and up
4849,Dragon X Adventure: Warrior Z,GAME,4.3,-0.14718844511270496,29000000.0,100000.0,Free,0.0,Everyone 10+,Action,"November 3, 2015",1.1.4,2.3 and up
4850,Ultimate Fighter Z,GAME,4.3,-0.15219958519152996,24000000.0,5000.0,Free,0.0,Everyone,Action,"July 16, 2018",2.0,4.4 and up
4851,Theme eXp - Black Z Light,PERSONALIZATION,4.3,-0.13459433537529183,4300000.0,1000000.0,Free,0.0,Everyone,Personalization,"June 15, 2016",2.0,5.0 and up
4852,Toy Battle Z,FAMILY,4.1,-0.15222776798244833,48000000.0,10000.0,Free,0.0,Everyone,Casual,"July 23, 2018",1.0.4,4.0 and up
4853,Wave Z Live Wallpaper,PERSONALIZATION,4.2,-0.11411144271613384,2300000.0,5000000.0,Free,0.0,Teen,Personalization,"September 21, 2015",1.1.6,2.3 and up
4854,Six Pack in 30 Days - Abs Workout,HEALTH_AND_FITNESS,4.9,0.010896024754595453,13000000.0,10000000.0,Free,0.0,Everyone,Health & Fitness,"June 21, 2018",1.0.2,4.2 and up
4855,30 Day Ab Challenge,HEALTH_AND_FITNESS,4.5,-0.15117660984457826,7600000.0,500000.0,Free,0.0,Everyone,Health & Fitness,"June 21, 2016",3.2.1,4.0 and up
4856,Angry Birds Blast,FAMILY,4.6,-0.0005311975120275066,99000000.0,10000000.0,Free,0.0,Everyone,Puzzle,"July 27, 2018",1.6.4,4.4 and up
4857,ab,FAMILY,3.8,-0.15230152294591554,22000000.0,1000.0,Free,0.0,Everyone,Casual,"October 27, 2016",1.0,4.0 and up
4858,Ultimate Ab & Core Workouts,HEALTH_AND_FITNESS,4.7,-0.11898526664346298,12000000.0,1000000.0,Free,0.0,Everyone,Health & Fitness,"February 21, 2018",1.23,4.0 and up
4859,Angry Birds Evolution,FAMILY,4.5,0.07831285843442015,88000000.0,10000000.0,Free,0.0,Everyone,Role Playing,"July 30, 2018",1.21.1,5.0 and up
4860,Angry Birds Match,FAMILY,4.7,-0.015950182313619717,91000000.0,5000000.0,Free,0.0,Everyone,Puzzle,"July 19, 2018",1.5.0,5.0 and up
4861,Angry Birds POP Bubble Shooter,FAMILY,4.5,0.20545082497180797,99000000.0,10000000.0,Free,0.0,Everyone,Casual,"August 2, 2018",3.39.0,4.1 and up
4862,Abs Workout - Burn Belly Fat with No Equipment,HEALTH_AND_FITNESS,4.8,-0.11076548583688968,10000000.0,10000000.0,Free,0.0,Everyone,Health & Fitness,"July 23, 2018",1.1.8,4.2 and up
4864,Angry Birds 2,FAMILY,4.6,2.17532237460803,57000000.0,100000000.0,Free,0.0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up
4865,AB Repeat Player,VIDEO_PLAYERS,4.3,-0.15133131537770458,18000000.0,100000.0,Free,0.0,Everyone,Video Players & Editors,"March 6, 2018",4.1.1,4.4 and up
4866,"Abs, Core & Back Workout Challenge",HEALTH_AND_FITNESS,4.8,-0.14996415020123924,33000000.0,100000.0,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",1.5.8,4.1 and up
4867,AB Mobile App,HEALTH_AND_FITNESS,3.4,-0.15104529003157566,8199999.999999999,100000.0,Free,0.0,Everyone,Health & Fitness,"August 21, 2017",2.1.0,4.0.3 and up
4869,Angry Birds Rio,GAME,4.4,1.4129335073614102,46000000.0,100000000.0,Free,0.0,Everyone,Arcade,"July 3, 2018",2.6.9,4.1 and up
4870,Angry Birds Epic RPG,FAMILY,4.5,1.4274908183215198,63000000.0,10000000.0,Free,0.0,Everyone,Role Playing,"July 18, 2018",3.0.27430.4799,4.4 and up
4871,A-B repeater,VIDEO_PLAYERS,4.4,-0.15228833100123035,239000.0,5000.0,Free,0.0,Everyone,Video Players & Editors,"May 18, 2018",1.8,3.0 and up
4874,Angry Birds Friends,GAME,4.2,0.34524046609614434,48000000.0,50000000.0,Free,0.0,Everyone,Arcade,"June 19, 2018",4.9.0,4.1 and up
4876,AB Blast Match 3,FAMILY,4.3,-0.15224095992713352,48000000.0,10000.0,Free,0.0,Everyone,Puzzle,"June 19, 2018",1.13,4.1 and up
4877,AB Click2Shop,SHOPPING,3.8,-0.1520352855168144,18000000.0,100000.0,Free,0.0,Everyone,Shopping,"June 26, 2018",1.1.0.0,4.1 and up
4878,Math games for kids : times tables - AB Math,FAMILY,3.9,-0.1508857874276547,8300000.000000001,500000.0,Free,0.0,Everyone,Educational;Education,"July 27, 2018",3.9.3,4.0.3 and up
4879,AB Crush Match 3,FAMILY,4.3,-0.15224995443487344,54000000.0,10000.0,Free,0.0,Everyone,Casual,"February 23, 2017",1.1,2.3 and up
4881,AB Match,FAMILY,4.2,-0.15230212257976486,30000000.0,1000.0,Free,0.0,Everyone,Casual,"May 19, 2018",1.0.4,4.1 and up
4883,7 minute abs workout - Daily Ab Workout,HEALTH_AND_FITNESS,4.8,-0.15199151224581353,23000000.0,100000.0,Free,0.0,Everyone,Health & Fitness,"March 30, 2018",2.01,4.1 and up
4884,AB Anywhere Mobile Banking,FINANCE,4.3,-0.15230572038286083,11000000.0,500.0,Free,0.0,Everyone,Finance,"July 3, 2018",4.17.82,4.4 and up
4885,5 Minute Ab Workouts,HEALTH_AND_FITNESS,4.6,-0.1510680761178501,8400000.0,50000.0,Free,0.0,Everyone,Health & Fitness,"May 18, 2018",2.0.4,4.1 and up
4886,Angry Birds Go!,GAME,4.2,2.15411092682194,82000000.0,50000000.0,Free,0.0,Everyone,Racing,"May 30, 2018",2.8.2,4.1 and up
4887,AB Screen Recorder,TOOLS,4.2,-0.15198791444271756,5000000.0,10000.0,Free,0.0,Everyone,Tools,"October 2, 2017",2.8,5.0 and up
4888,Six Pack Abs Photo Editor,PHOTOGRAPHY,4.0,-0.1487295041054751,17000000.0,1000000.0,Free,0.0,Everyone,Photography,"February 2, 2017",2.0,3.0 and up
4889,Best Blood Type AB: Food Diet & Personality,LIFESTYLE,4.2,-0.15230572038286083,37000000.0,1000.0,Free,0.0,Everyone,Lifestyle,"July 11, 2018",1.2,4.0.3 and up
4890,Angry Birds Star Wars,GAME,4.3,0.5780794890574829,45000000.0,100000000.0,Free,0.0,Everyone,Arcade,"May 25, 2018",1.5.12,4.1 and up
4891,30 Day AB Challenge - Lumowell,HEALTH_AND_FITNESS,4.8,-0.15183200964189256,40000000.0,10000.0,Free,0.0,Everyone,Health & Fitness,"September 15, 2016",1.0.3,4.0.3 and up
4892,Ab Workouts,HEALTH_AND_FITNESS,4.1,-0.1358169887940694,7000000.0,1000000.0,Free,0.0,Everyone,Health & Fitness,"January 5, 2018",5.1.9,4.0 and up
4893,Ab Workouts - Ab Generator,HEALTH_AND_FITNESS,4.7,-0.15229492697357294,3800000.0,1000.0,Free,0.0,Everyone,Health & Fitness,"December 31, 2016",2.0.0,4.1 and up
4894,Chatime AB Rewards,FAMILY,4.3,-0.15230212257976486,22000000.0,1000.0,Free,0.0,Everyone,Entertainment,"June 22, 2018",2.7.0621,4.2 and up
4895,Abs workout - 21 Day Fitness Challenge,HEALTH_AND_FITNESS,4.8,-0.14115193115153093,15000000.0,1000000.0,Free,0.0,Everyone,Health & Fitness,"May 2, 2018",1.0.0.9,4.1 and up
4896,Ladies' Ab Workout FREE,HEALTH_AND_FITNESS,4.0,-0.14456864482499568,8500000.0,1000000.0,Free,0.0,Everyone,Health & Fitness,"October 8, 2012",1.01,2.1 and up
4897,30-Day Ab Challenge Tracker,HEALTH_AND_FITNESS,3.5,-0.15217320130215958,371000.0,10000.0,Free,0.0,Everyone,Health & Fitness,"July 9, 2014",1.2.6,4.1 and up
4898,Universal AC Remote Control,TOOLS,3.8,-0.127762107296061,5200000.0,1000000.0,Free,0.0,Everyone,Tools,"July 28, 2018",acremotecontrol18,4.0.3 and up
4900,Smart Air Conditioner,TOOLS,3.3,-0.14943767168153022,13000000.0,500000.0,Free,0.0,Everyone,Tools,"May 24, 2018",1.2.84,2.2 and up
4902,AC Remote Control,TOOLS,3.3,-0.1520244921075265,2000000.0,100000.0,Free,0.0,Everyone,Tools,"October 17, 2017",1.3,4.1 and up
4903,Air conditioner remote control,TOOLS,3.4,-0.1344060503466032,5000000.0,1000000.0,Free,0.0,Everyone,Tools,"July 19, 2017",5.0,2.3 and up
4904,Smart-AC Universal Remote Free,FAMILY,1.8,-0.1503467165971098,1800000.0,500000.0,Free,0.0,Everyone,Entertainment,"August 18, 2015",1.0,2.2 and up
4905,AC REMOTE UNIVERSAL-PRO,FAMILY,1.6,-0.15206646647697938,1700000.0,100000.0,Free,0.0,Everyone,Entertainment,"December 11, 2015",1.0,2.2 and up
4906,Kenmore Smart AC,LIFESTYLE,1.9,-0.1522649452811066,24000000.0,5000.0,Free,0.0,Everyone,Lifestyle,"May 8, 2017",1.0.11,4.4 and up
4907,AC WIFI,TOOLS,3.6,-0.1522829342965864,23000000.0,10000.0,Free,0.0,Everyone,Tools,"June 3, 2018",1.0.3,2.3 and up
4908,A/C Air Conditioner Remote,TOOLS,3.4,-0.14762078111806967,5100000.0,1000000.0,Free,0.0,Everyone,Tools,"July 30, 2016",1.1.1,3.0 and up
4909,Smart Air Conditioner(CAC),TOOLS,3.2,-0.1520622690400341,7900000.0,50000.0,Free,0.0,Everyone,Tools,"May 25, 2018",1.0.18,2.2 and up
4910,Carrier Air Conditioner,TOOLS,2.5,-0.15209045183095246,7800000.0,100000.0,Free,0.0,Everyone,Tools,"January 15, 2018",v67_slk3.0_20180115_01,4.0 and up
4911,AC Troubleshooter,TOOLS,4.7,-0.15221937310855774,4200000.0,10000.0,Free,0.0,Everyone,Tools,"January 8, 2015",1.3,3.0 and up
4912,TOSHIBA Smart AC,TOOLS,2.6,-0.1522715412534492,18000000.0,10000.0,Free,0.0,Everyone,Tools,"August 4, 2018",2.1.20180804_01,4.0.3 and up
4913,Trane Interactive Smart AC,TOOLS,2.8,-0.1522787368596411,3300000.0,10000.0,Free,0.0,Everyone,Tools,"April 21, 2016",0.0.2,4.3 and up
4914,AC remote control mobile,TOOLS,3.9,-0.15048283348090702,7700000.0,100000.0,Free,0.0,Everyone,Tools,"June 2, 2017",1.3 acremotecontrol,4.0.3 and up
4915,"AC Air condition Troubleshoot,Repair,Maintenance",BOOKS_AND_REFERENCE,4.2,-0.15229132917047697,3100000.0,5000.0,Free,0.0,Everyone,Books & Reference,"February 7, 2018",1.1,4.0 and up
4916,AC Remote for Haier - NOW FREE,TOOLS,3.9,-0.15210604231103497,27000000.0,50000.0,Free,0.0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
4917,Air Conditioner Maintenance,PRODUCTIVITY,4.0,-0.1523009233120662,220000.0,5000.0,Free,0.0,Everyone,Productivity,"November 27, 2015",airConditionerMaintenance_13112015,2.3.3 and up
4918,AC Remote for Daikin - NOW FREE,TOOLS,3.5,-0.1520778595201166,26000000.0,50000.0,Free,0.0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
4919,A/C Universal Remote Control,TOOLS,3.1,-0.1503509140340551,3000000.0,1000000.0,Free,0.0,Everyone,Tools,"May 16, 2017",1.17,3.0 and up
4920,AC Remote for LG - NOW FREE,TOOLS,3.7,-0.1516833004472595,28000000.0,100000.0,Free,0.0,Everyone,Tools,"July 30, 2018",6.1.7,4.2 and up
4921,Plug-in app (System AC),TOOLS,3.6,-0.15223196541939363,11000000.0,10000.0,Free,0.0,Everyone,Tools,"June 8, 2017",v1.1072.35.0,4.0 and up
